,issue_area,question,submission_date,submitter_location,submitters,vote_count,question_
7064,Foreign Policy & Military,What have you learned from the war on Libya?,2016-10-01 11:56:00,None,Phil H.,17,"learn_from war_on libya
"
7065,Civil Rights,Is Law only important to a POTUS when convenient?,2016-10-01 10:34:00,AZ,willy w.,17,"law important potus convenient
"
7066,Civil Rights,Will you restore Diversity and appoint a Protestant once again to the SCOTUS,2016-10-01 09:15:00,TN,David H.,17,"restore diversity appoint protestant scotus
"
7067,Government & Elections,What are two policies of your rivals in which you agree? Why?,2016-10-01 03:44:00,KY,Rich H.,17,"policy rival agree
"
7068,Government & Elections,How can you assure your non-supporters that you will protect their interests?,2016-10-01 02:30:00,AZ,Evan O.,17,"assure non supporter protect
"
7069,Foreign Policy & Military,When can we end aid to apartheid Israel or are we their indentured servants?,2016-10-01 00:17:00,FL,Jon  O.,17,"can_we end aid apartheid israel indentured servant
"
7070,Economy & Jobs,"when a candidate receives donations from wall street , can us voters win ?",2016-09-30 22:53:00,IL,Manoj M.,17,"candidate receive donation_from wall_street voter win
"
7071,Economy & Jobs,What would you do to prevent inversion?,2016-09-30 22:01:00,PA,Bryan B.,17,"prevent inversion
"
7072,Foreign Policy & Military,What example best demonstrates your intellectual honesty?,2016-09-30 19:57:00,NM,Tim G.,17,"example best demonstrate intellectual honesty
"
7073,Foreign Policy & Military,\how would you convince the \israelis to get the settlers off of the West Bank,2016-09-30 17:20:00,CA,Don S.,17,"\how convince \israelis settler west bank
"
7074,Economy & Jobs,"As a builder you expect full financial disclosure, you refuse to disclose return",2016-09-30 16:47:00,NC,Satish M.,17,"builder expect financial disclosure refuse disclose return
"
7075,Society & Community,How has the gender difference between the two of you affected this campaign?,2016-09-30 15:43:00,CA,Jonathan Z.,17,"gender difference_between affect campaign
"
7076,Society & Community,Will you answer the other 30 ?s that were not covered at-length by the media?,2016-09-30 15:08:00,ND,Kate S.,17,"answer 30 ? cover length medium
"
7077,Society & Community,Would you invite refugees into America and then dump them at the states expense.,2016-09-30 15:08:00,OK,Russell S.,17,"invite refugee america dump state expense
"
7078,Infrastructure & Technology,EXACTLY HOW WOULD YOU FIX THE INFRASTRUCTURE. SPECIFICALLY -FIRST THING YOU'D DO,2016-09-30 14:53:00,NY,Ende ott P.,17,"exactly fix infrastructure. specifically -first thing you'd
"
7079,Economy & Jobs,Would you support a full repeal of the Taft-Hartley Act?,2016-09-30 14:08:00,CA,Alexander P.,17,"support repeal taft hartley act
"
7080,Foreign Policy & Military,How can we take Iraq's oil?,2016-09-30 13:57:00,TX,James B.,17,"how_can_we iraq 's oil
"
7081,Society & Community,"What is your charitable giving philosophy, and to which charities do you donate?",2016-09-30 13:03:00,NY,Greg B.,17,"charitable philosophy charity donate
"
7082,Health,How would you deal with America's obesity epidemic in America? ,2016-09-30 10:51:00,MD,Joy K.,17,"deal_with america_'s obesity epidemic america
"
7083,Economy & Jobs,How do you balance wanting to create more jobs with reducing government's size?,2016-09-30 09:20:00,DC,Justin C.,17,"balance want create_more_job reduce government 's size
"
7084,Society & Community,What is a selfless act you have done in the past?,2016-09-30 07:24:00,NC,Justin S.,17,"selfless act past
"
7085,Economy & Jobs,Will Millions of African Americans & legal Latino lose jobs to 11M new citizens?,2016-09-30 07:05:00,FL,Sam S.,17,"million african_americans legal latino lose job 11m new citizen
"
7086,Foreign Policy & Military,Should Russia be removed from the UN Security Counsel? ,2016-09-30 01:36:00,MO,Emily N.,17,"russia remove security counsel
"
7087,Education,How will you fix lack of social awareness in the educational system?,2016-09-29 20:26:00,MA,Merlo P.,17,"fix lack_of social awareness educational_system
"
7088,Economy & Jobs,"Do you believe so-called ""shadow banking"" is adequately regulated?",2016-09-29 20:02:00,NY,Edwin C F.,17,"believe so_call shadow banking adequately regulate
"
7089,Environment,Should our energy policy emphasize any particular sector and if so what and why?,2016-09-29 17:50:00,AL,Frank J.,17,"energy policy emphasize particular sector if_so
"
7090,Society & Community,Who are role models for you - personally and professionally?,2016-09-29 16:36:00,VA,maureen c.,17,"role_model personally professionally
"
7091,Civil Rights,"When making judicial appointments, will you consider a judge's race or religion?",2016-09-29 14:49:00,CA,Josiah J.,17,"judicial appointment consider judge 's race religion
"
7092,Economy & Jobs,What do we do about the obviously un-payable Federal and State governments debt?,2016-09-29 13:52:00,TX,Stuart C.,17,"obviously payable federal state government debt
"
7093,Economy & Jobs,Why do you support the current National Debt Based Fiat Economy for the USA? ,2016-09-29 12:46:00,OK,Martha M.,17,"support current national_debt based fiat economy usa
"
7094,Foreign Policy & Military,How do you intend to reduce or prevent the successor to ISIS/ISIL?,2016-09-29 10:24:00,CA,David F.,17,"intend reduce prevent successor isis/isil
"
7095,Society & Community,How important do you believe a President should be as a moral leader ?,2016-09-29 08:53:00,MO,Bill M.,17,"important believe president moral leader
"
7096,Government & Elections,Do you have a plan to increase government revenues without increasing taxes?,2016-09-29 02:41:00,TX,Drew G.,17,"plan increase government revenue increase tax
"
7097,Infrastructure & Technology,When and How will Autonomous cars be created for everyday use?,2016-09-29 02:36:00,MO,Luke B.,17,"autonomous car create everyday use
"
7098,Government & Elections,Name 5 ways you will dramatically cut government interference in the ecnonmy,2016-09-29 02:27:00,TX,Drew G.,17,"5 way dramatically cut government interference ecnonmy
"
7099,Foreign Policy & Military,Can you produce any evidence that Russia was behind the DNC hack?,2016-09-29 01:37:00,OH,Brandon B.,17,"produce evidence russia dnc hack
"
7100,Society & Community,what are your plans for the people with deferred act for childhood arrivals?,2016-09-28 21:28:00,AL,Salma l.,17,"your_plan people deferred act childhood arrival
"
7101,Infrastructure & Technology,Do you support a level playing field in the Energy Sector?,2016-09-28 21:14:00,TX,Drew G.,17,"support level playing field energy sector
"
7102,Society & Community,Will you support legislation for Universal Government Service for all at age 18?,2016-09-28 20:38:00,FL,Arnold C.,17,"support legislation universal government service age 18
"
7103,Government & Elections,Do you support growing the size of the federal government?,2016-09-28 11:47:00,FL,Matt P.,17,"support grow size federal_government
"
7104,Foreign Policy & Military,Will you support nonviolent solutions to national and international conflicts?,2016-09-28 20:12:00,CO,Sheila  L.,17,"support nonviolent solution national international conflict
"
7105,Government & Elections,You are both negotiators - what are your 2-3 best negotiating strategies?,2016-09-28 19:43:00,VA,Jessica H.,17,"negotiator 2 3 best negotiate strategy
"
7106,Society & Community,"90% of workplace deaths are men, what will be done to equalize this?",2016-09-28 19:11:00,NV,Anthony R.,17,"90 workplace death man equalize
"
7107,Taxes & Budget,What was the most recent budget that you balanced?,2016-09-28 18:50:00,None,Paul V.,17,"recent budget balanced
"
7108,Society & Community,There is too much misinformation spread. How can we get the truth?,2016-09-28 09:11:00,NY,Herb S.,17,"too_much misinformation spread how_can_we truth
"
7109,Government & Elections,How similar will your presidency be to POTUS of the last 8 years (scale 1-10)?,2016-09-28 17:22:00,IL,Jeff P.,17,"similar your_presidency potus last_8_year scale 1 10
"
7110,Government & Elections,Who should I vote for if neither major party candidate represents my values?,2016-09-28 17:00:00,CA,Bill C.,17,"should_i_vote major party_candidate represent value
"
7111,Foreign Policy & Military,Are Senator John McCain and other American prisoners of war war heroes?,2016-09-28 03:09:00,IL,nick j.,17,"senator john mccain american prisoner war war hero
"
7112,Society & Community,What is the defining emotion of your campaign?,2016-09-28 02:40:00,CA,Rassa E.,17,"define emotion campaign
"
7113,Government & Elections,Would you support Impact assessments on all pending legislation going forward?,2016-09-28 15:14:00,NJ,Phillip W.,17,"support impact assessment pending legislation forward
"
7114,Government & Elections,What are your thoughts and feelings about resigning from any OFFICE?,2016-09-28 14:23:00,OR,Tom  H.,17,"your_thought feeling resign office
"
7115,Government & Elections,Do you believe that all rights not enumerated in constitution are reservd ,2016-09-28 14:06:00,NC,John R.,17,"believe_that right enumerate constitution reservd
"
7116,Foreign Policy & Military,What is the plan regarding the border between Canada and USA,2016-09-28 12:47:00,NY,marceau l.,17,"plan regard border canada usa
"
7117,Society & Community,What philosophical belief do you feel most influences your policy making? ,2016-09-28 12:27:00,CA,Alexander A.,17,"philosophical belief feel influence your_policy making
"
7118,Society & Community,The state of the nation reflects the state of its people â¦ please comment.,2016-09-28 11:49:00,None,Richard B.,17,"state nation reflect state people â¦ comment
"
7119,Government & Elections,Are there problems that federal government should not try to fix?,2016-09-28 11:13:00,VA,Alexander G.,17,"problem federal_government try fix
"
7120,Infrastructure & Technology,How do you plan to support the rollout of self-driving cars?,2016-09-28 09:24:00,VA,Rachel H.,17,"plan support rollout self drive car
"
7121,Foreign Policy & Military,Sam Hyde is a genocidal white supremacist maniac who cannot be stopped,2016-09-28 07:48:00,CA,Shaun K.,17,"sam hyde genocidal white supremacist maniac stop
"
7122,Society & Community,What is the true purpose of the law?,2016-09-28 07:47:00,MI,Janice D.,17,"true purpose law
"
7123,Foreign Policy & Military,Why does our government want to remove the government of Syria so bad?,2016-09-28 01:47:00,CA,Matthew H.,17,"government want remove government syria bad
"
7124,Economy & Jobs,"Grade the current administration on the economy, A through F?",2016-09-28 01:32:00,WA,Robert S.,17,"grade current administration economy f
"
7125,Government & Elections,Do you support splitting California in more than one state to devide votes?,2016-09-27 22:35:00,CA,Nicholas W.,17,"support split california more_than state devide vote
"
7126,Civil Rights,What legislative changes do you plan to implement for child support reform?,2016-09-27 21:33:00,MD,Kesha K.,17,"legislative change plan implement child support reform
"
7127,Infrastructure & Technology,How will shovel-ready jobs be different from the failed stimulus package?,2016-09-27 21:04:00,MD,Alex H.,17,"shovel ready job different fail stimulus package
"
7128,Education,"Will you support the growth of community, or wraparound, schools?",2016-09-27 20:32:00,MD,Melissa F.,17,"support growth community wraparound school
"
7129,Infrastructure & Technology,How do you see the Technology superpowers effecting the government?,2016-09-27 20:09:00,WI,Jared F.,17,"technology superpower effect government
"
7130,Foreign Policy & Military,Do you advocate starting a nuclear war with Russia or with any other country?,2016-09-27 19:45:00,ME,Edmond P.,17,"advocate start nuclear_war with_russia other_country
"
7131,Taxes & Budget,With 67% of discretionary spending on military & vets: where are u going to cut?,2016-09-27 19:01:00,OK,Chris G.,17,"67 discretionary spending military vet u cut
"
7132,Economy & Jobs,Will the price of consumer goods increase if mfg jobs will be brought to US?,2016-09-27 16:27:00,NY,Olga A.,17,"price consumer good increase mfg job bring
"
7133,Taxes & Budget,How much of GDP should go through government?,2016-09-27 16:12:00,NC,Dimitri T.,17,"how_much gdp government
"
7134,Health,"Why would a ""public option"" be any different than the ACA coops?",2016-09-27 16:00:00,NY,scarlett j.,17,"public_option different aca coop
"
